koi_score,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,O/P
0.997,8.0103929,0.015473,0.90734,1.88,0.0772,940,184.38,14.546,4,5616,4.327,0.14,1.111,0.957,N
1,5.69590202,0.064358,1.27755,6.61,0.0627,1043,279.61,12.988,1,6106,4.497,-0.24,0.94,1.013,N
0.967,27.6666375,0.016826,0.61984,2.04,0.1765,622,35.27,29.27,4,5616,4.327,0.14,1.111,0.957,N
1,5.19559398,0.009719,0.85697,1.18,0.0579,1085,327.78,10.69,4,5616,4.327,0.14,1.111,0.957,N
0.998,57.2488518,0.034581,2.3736,3.19,0.2818,431,8.17,74.36,3,5642,4.542,-0.14,0.846,0.91,N
1,37.0551726,0.034562,0.30132,3.19,0.2109,498,14.59,28,3,5642,4.542,-0.14,0.846,0.91,N
1,16.33269981,0.019073,1.59166,1.61,0.1168,591,28.76,28.2,4,5208,4.563,-0.14,0.772,0.796,N
1,10.05550267,0.010883,3.39432,0.92,0.0845,694,54.96,26.28,4,5208,4.563,-0.14,0.772,0.796,N
1,9.30413878,0.023226,8.00468,1.67,0.0748,583,27.35,33.2,1,4458,4.611,-0.16,0.658,0.645,N
1,4.33722007,0.017003,2.46739,1.63,0.05,996,231.86,13.488,2,5390,4.499,0.06,0.876,0.883,N
0.973,1.653889476,0.010095,2.62517,0.97,0.0263,1373,838.03,7.24,2,5390,4.499,0.06,0.876,0.883,N
1,150.8783198,0.02302,2.08213,4.37,0.5726,423,7.56,135.82,1,5504,3.999,0.3,1.737,1.099,N
1,3.553831111,0.013709,0.34265,1.62,0.0456,1292,658.37,6.12,2,6015,4.37,-0.12,1.081,0.998,N
1,1.6783263,0.01326,0.10087,1.57,0.0276,1659,1797.15,2.47,2,6015,4.37,-0.12,1.081,0.998,N
1,5.65378163,0.017893,5.00238,1.82,0.0626,1020,256.14,20.37,1,5988,4.507,-0.12,0.934,1.021,N
1,5.99185827,0.014875,0.97256,2.75,0.0681,1355,796.76,12.27,1,6157,4.049,-0.02,1.695,1.173,N
0.978,120.0183551,0.028322,0.39354,4.54,0.5337,473,11.84,66.9,1,6469,4.253,0.44,1.467,1.406,N
1,14.30517579,0.033025,0.12872,3.05,0.1129,693,54.59,11.17,2,5741,4.555,-0.16,0.846,0.938,N
0.976,9.18189122,0.023538,0.03383,2.17,0.084,804,98.61,5.32,2,5741,4.555,-0.16,0.846,0.938,N
0.992,2.64622742,0.011576,5.70552,0.99,0.0349,1082,324.38,12.83,4,5167,4.555,-0.04,0.787,0.812,N
1,2.935362067,0.035096,1.41522,3.15,0.0371,1022,258.48,8.64,2,4922,4.505,0.2,0.823,0.79,N
0.999,13.53953595,0.010628,1.29876,2.32,0.1246,1079,320.19,23.26,1,6109,3.985,0.2,1.997,1.406,N
1,22.7082375,0.015865,4.66661,1.72,0.1603,677,49.67,50.29,1,6170,4.472,-0.16,0.992,1.063,N
0.996,7.97033985,0.020226,3.70342,1.81,0.0755,839,116.77,23.17,1,5774,4.567,-0.3,0.818,0.907,N
0,5.33459393,0.01362,2.45484,0.79,0.0482,627,36.55,15.46,1,4275,4.704,-0.76,0.533,0.525,N
1,8.49640437,0.027616,3.56038,2.14,0.0726,702,57.43,23.9,1,5093,4.586,-0.38,0.709,0.707,N
0.998,66.1843646,0.025433,0.60878,2.72,0.3179,436,8.57,52,1,5640,4.447,0.14,0.978,0.977,N
1,2.032318856,0.015039,11.52629,1.12,0.0283,1011,247.21,13.6,2,4670,4.635,0.06,0.682,0.761,N
0.997,3.62275506,0.012192,1.47144,1.62,0.0467,1304,683.84,10.069,2,5794,4.282,0.14,1.216,1.032,N
0.998,2.892216772,0.019577,2.39115,1.31,0.034,794,93.66,10.19,1,4229,4.655,-0.12,0.615,0.625,N
0.996,187.746606,0.035869,8.63421,2.95,0.5791,267,1.2,252.45,1,5303,4.55,-0.4,0.753,0.734,N
0.999,2.543063763,0.011173,0.90721,1.26,0.0358,1319,716.3,6.769,2,5579,4.389,0.14,1.029,0.945,N
1,3.177414601,0.034227,2.30913,2.65,0.039,997,233.26,10.72,2,5303,4.63,-0.38,0.708,0.785,N
1,2.168451063,0.019923,5.9055,2.41,0.0337,1558,1389.18,11.36,1,6153,4.382,0.02,1.109,1.077,N
0.999,37.8154157,0.015706,2.0362,1.21,0.2016,401,6.09,53.6,2,4856,4.624,0,0.705,0.79,N
0,53.5783052,0.015126,0.93643,1.16,0.2543,357,3.82,52.2,2,4856,4.624,0,0.705,0.79,N
0.973,6.69332825,0.035078,0.31495,2.44,0.0602,609,32.54,9.07,4,4245,4.641,0,0.637,0.649,N
0.993,33.1362861,0.029482,1.10741,2.05,0.1748,357,3.86,40.1,4,4245,4.641,0,0.637,0.649,N
0.993,7.72513619,0.024589,0.40825,1.71,0.0662,581,26.91,10.88,4,4245,4.641,0,0.637,0.649,N
1,10.71253475,0.034061,1.84576,2.02,0.0784,485,13.09,22.37,1,4175,4.715,-0.46,0.544,0.561,N
1,32.5635249,0.021865,1.49185,2.05,0.19,490,13.63,43.7,2,5225,4.505,0.14,0.859,0.861,N
1,12.19140405,0.023339,16.30776,2.46,0.0984,763,80.01,50.41,1,5516,4.399,-0.06,0.967,0.856,N
1,6.11784972,0.007241,1.0027,1.05,0.0685,1211,509.24,12.57,1,6226,4.247,0.02,1.333,1.143,N
0.997,3.97599629,0.013018,2.76446,1.11,0.0457,936,181.47,13.22,2,5143,4.561,-0.06,0.778,0.803,N
1,7.68478504,0.014831,4.61214,1.47,0.0732,830,112.06,24.328,1,5344,4.469,0.14,0.907,0.884,N
0.013,0.990516282,0.013418,0.04243,3.52,0.0206,2841,15469.83,1.301,1,5975,3.755,-0.38,2.399,1.194,N
1,15.0447098,0.009046,0.6607,1.51,0.1152,931,177.24,19.92,2,5798,4.025,-0.4,1.525,0.899,N
0.056,29.0726293,0.020385,6.74055,2.32,0.1806,614,33.69,67,1,5799,4.37,-0.12,1.042,0.928,N
0.999,1.118547814,0.013601,2.48278,0.98,0.0188,1174,447.97,5.48,1,4496,4.65,0.06,0.658,0.725,N
1,6.42199919,0.011701,2.77143,1.25,0.0684,1000,236.21,18.21,1,5985,4.468,-0.04,0.981,1.03,N
1,9.75374033,0.019066,5.90057,1.87,0.0892,813,103.3,30.96,1,5806,4.528,-0.04,0.899,0.996,N
0.979,81.3153052,0.023917,3.7595,2.55,0.3483,393,5.64,109.53,1,5325,4.39,0.12,0.975,0.852,N
0.998,51.3283527,0.025029,0.31768,3.06,0.2731,546,21.06,35.4,1,6119,4.353,-0.1,1.119,1.027,N
1,19.7919389,0.022714,0.1553,2.58,0.1473,736,69.48,14.76,1,6285,4.441,-0.18,1.039,1.084,N
0.989,26.8475962,0.01474,0.16528,3.2,0.1833,800,96.89,18.47,2,5508,3.897,0.1,1.988,1.136,N
1,62.8917493,0.02681,0.8818,2.5,0.2881,384,5.13,56.9,1,5052,4.48,0.16,0.855,0.805,N
0.998,14.87149773,0.027799,9.75643,1.59,0.0977,391,5.51,48.5,2,3825,4.749,0.07,0.524,0.561,N
0.992,2.732767897,0.024752,5.83579,1.42,0.0316,687,52.68,13.21,2,3825,4.749,0.07,0.524,0.561,N
0,119.8401019,0.365731,2.61057,26.96,0.4267,255,1,125.6,1,4602,4.637,0,0.675,0.733,N
1,9.61375316,0.026947,0.46378,3.27,0.0897,931,177.26,13.13,1,5997,4.364,0.02,1.11,1.037,N
0.962,29.9685917,0.016258,0.79028,1.91,0.1969,644,40.76,33.48,3,6249,4.428,-0.04,1.076,1.13,N
0.999,33.2407985,0.01668,2.66299,1.51,0.1975,486,13.17,53.78,2,5382,4.571,0.1,0.827,0.928,N
0,2.97600846,0.009965,0.12518,2.27,0.0437,1892,3034.68,3.88,1,6208,3.898,-0.1,2.088,1.256,N
0.991,15.18727049,0.017654,0.26952,1.94,0.1183,789,91.56,14.87,1,6136,4.414,-0.36,1.005,0.956,N
0.999,28.6853212,0.029427,0.09252,2.69,0.179,547,21.09,15.91,1,5726,4.559,-0.18,0.838,0.93,N
0.15,0.588001053,0.015848,2.81504,0.99,0.0114,1188,473.45,3.72,1,3814,4.687,0.24,0.57,0.576,N
0.99,85.7357202,0.025021,1.75443,2.94,0.3877,448,9.54,88.01,1,6096,4.397,-0.04,1.077,1.054,N
1,1.078389713,0.018374,0.75953,1.98,0.0196,1667,1817.38,3.6,1,5325,4.384,0.14,0.985,0.857,N
0.998,5.03728033,0.010281,0.15727,1.55,0.0628,1321,720.22,5.95,1,6387,4.271,0.2,1.381,1.306,N
1,3.289726319,0.013779,2.29385,1.37,0.0424,1116,367.18,10.948,2,5463,4.492,0.16,0.91,0.937,N
1,7.18644594,0.02206,2.24354,2.19,0.0714,860,129.48,18.3,2,5463,4.492,0.16,0.91,0.937,N
1,15.94248453,0.029718,3.45443,2.62,0.1194,616,34.06,35.937,2,5376,4.576,-0.02,0.806,0.897,N
1,41.0081117,0.034114,0.67537,2.64,0.2144,425,7.72,39.2,2,5303,4.63,-0.38,0.708,0.785,N
0.99,11.55562042,0.022688,3.10825,2.11,0.0983,703,57.75,28,1,5420,4.555,0.14,0.85,0.945,N
1,12.2885046,0.017657,2.38362,3.22,0.1017,913,164.61,26.7,1,5109,3.96,0.1,1.671,0.929,N
0.969,17.13263125,0.026597,4.80501,2.31,0.1242,611,32.91,42.09,1,5477,4.578,-0.16,0.794,0.876,N
1,19.0231361,0.019553,1.63025,2.04,0.1374,647,41.5,31.5,3,5569,4.459,0.14,0.954,0.955,N
1,4.57948235,0.012971,1.33901,1.35,0.0532,1040,276.82,11.407,3,5569,4.459,0.14,0.954,0.955,N
1,1.003931703,0.019769,3.08321,1.6,0.0175,1419,962.58,5.477,1,4949,4.552,-0.18,0.741,0.715,N
0,0.614083885,0.01832,5.8184,2.55,0.0156,2603,10827.22,4.877,1,6521,4.352,0.21,1.276,1.334,N
0.998,55.8224775,0.026492,3.12988,2.13,0.2663,379,4.85,80.19,1,5162,4.611,-0.18,0.736,0.817,N
0.036,1.34145255,0.005021,0.02305,1.31,0.0287,3015,19568.74,1.299,1,7495,3.926,-0.1,2.389,1.754,N
0.999,6.11010439,0.007118,3.75664,0.93,0.0709,1125,378.84,19.5,1,6213,4.387,0.36,1.195,1.27,N
0.007,4.286866229,0.036172,0.14938,4.14,0.0535,1217,517.66,5.25,1,6228,4.441,-0.08,1.049,1.107,N
1,10.27380957,0.017115,2.59443,1.68,0.0924,799,96.27,24.37,1,5806,4.528,-0.04,0.899,0.996,N
1,13.39155154,0.006628,1.78056,1.58,0.1173,1180,459.23,25.7,3,6197,3.837,-0.32,2.188,1.198,N
1,5.62904396,0.005805,0.8586,1.39,0.0658,1576,1459.41,11.29,3,6197,3.837,-0.32,2.188,1.198,N
1,8.2562857,0.006235,1.68502,1.49,0.085,1387,874.56,18.24,3,6197,3.837,-0.32,2.188,1.198,N
1,12.33087921,0.026543,3.9034,2.34,0.1006,671,47.99,31.54,2,5376,4.576,-0.02,0.806,0.897,N
1,4.421566535,0.028726,0.66228,2.19,0.0471,729,66.94,8.81,1,4299,4.604,0.38,0.697,0.713,N
0.999,15.72585941,0.032661,2.55018,2.69,0.1151,602,31.13,32.18,1,5332,4.597,-0.22,0.755,0.824,N
1,1.252753881,0.013107,0.89491,2.44,0.0239,2199,5545.35,4.2,1,5907,4.041,0.16,1.705,1.165,N
1,13.36019864,0.024481,3.47892,1.84,0.1002,520,17.3,32,1,4500,4.638,0.28,0.688,0.768,N
0.978,76.957056,0.018409,0.37258,2.09,0.3436,451,9.81,48.9,1,5878,4.363,-0.24,1.041,0.912,N
1,14.97974335,0.040734,0.18444,3.79,0.1106,620,34.95,12.98,1,5062,4.481,0.14,0.853,0.803,N
0.975,33.35859852,0.050925,2.532,4.44,0.1854,459,10.46,53,1,5009,4.515,0,0.799,0.763,N
1,8.84784273,0.019043,9.04523,1.15,0.0699,479,12.48,33.45,1,3867,4.718,0.1,0.552,0.581,N
0.999,9.98970266,0.028075,1.80902,2.48,0.088,705,58.26,21.21,1,5265,4.58,0.14,0.81,0.91,N
1,5.63252508,0.023204,3.71393,2.04,0.0598,844,119.75,18.4,1,5216,4.58,0.14,0.804,0.896,N
1,1.442592305,0.011979,0.47046,2.67,0.0284,2700,12557.23,3.727,1,7216,3.983,-0.36,2.043,1.462,N
0.997,14.17222858,0.01667,0.96515,2.39,0.1146,873,137.33,21.7,2,5845,4.2,-0.02,1.314,0.998,N
0.991,4.92031063,0.00824,0.59154,1.18,0.0566,1242,562.99,9.11,2,5845,4.2,-0.02,1.314,0.998,N
0.973,56.4931698,0.019847,0.28729,4.43,0.3259,681,50.79,36.5,1,6160,3.976,0.24,2.046,1.443,N
1,13.82142084,0.030937,0.22484,2.2,0.1005,560,23.15,13.14,3,4983,4.66,-0.44,0.651,0.715,N
0.006,2.30367952,0.01379,0.02996,1.3,0.0337,1384,866.21,2.03,2,6191,4.546,-0.5,0.865,0.961,N
1,5.78387049,0.018724,17.54748,2.07,0.0655,1051,288.69,31.42,1,6063,4.476,0.07,1.012,1.117,N
0.997,11.08507658,0.028916,4.20703,2.5,0.0901,665,46.17,30.1,2,5080,4.538,0,0.793,0.792,N
1,0.571038347,0.017056,0.6221,1.65,0.0126,1897,3069.59,2.21,1,5132,4.457,0.16,0.886,0.82,N
1,8.77425786,0.017677,0.58484,1.75,0.0784,771,83.63,13.35,1,5146,4.445,0.2,0.905,0.832,N
0,4.51005082,0.01542,3.91979,1.74,0.0511,1063,301.74,16.15,1,5362,4.352,0.16,1.032,0.873,N
1,37.6468519,0.018542,1.31457,5.37,0.2466,787,90.85,46.18,1,5443,3.74,0.26,2.652,1.41,N
1,29.4557841,0.021147,6.43467,2.19,0.1879,598,30.3,66.58,1,6036,4.491,-0.16,0.949,1.018,N
1,12.46600444,0.043414,0.89661,5.65,0.1051,897,152.76,19.46,5,6038,4.284,-0.16,1.191,0.995,N
1,2.361724472,0.021561,11.81578,1.53,0.0299,922,170.59,15.16,2,4478,4.615,-0.22,0.651,0.637,N
0.991,34.7630543,0.016908,1.29347,1.75,0.1938,554,22.23,43.6,3,5670,4.387,-0.36,0.95,0.802,N
0.998,20.0545282,0.019945,0.02963,2.63,0.1512,755,76.97,8.57,3,6056,4.332,0.16,1.209,1.147,N
1,3.17059731,0.018398,1.52041,1.69,0.0415,1080,321.28,9.31,1,5431,4.563,0.12,0.843,0.945,N
1,27.0142622,0.015459,1.52782,2,0.1779,677,49.65,38.92,2,5949,4.303,0,1.184,1.027,N
0.998,12.50945798,0.011945,1.26157,1.54,0.1065,875,138.54,21.85,2,5949,4.303,0,1.184,1.027,N
1,26.0203329,0.033353,0.77769,4.53,0.168,675,49.09,30.3,1,5624,4.218,0.04,1.244,0.931,N
0.995,0.769854899,0.010351,2.42718,0.93,0.0157,1650,1756.8,4.24,2,5173,4.55,0.16,0.822,0.874,N
1,6.89226333,0.01332,3.89135,2.13,0.0732,1156,422.14,21.38,1,5862,4.148,0.16,1.463,1.097,N
0.999,8.07127043,0.016427,4.6734,1.53,0.0753,856,126.94,25.25,1,5766,4.517,-0.32,0.853,0.874,N
1,11.01819178,0.024936,0.13325,2.64,0.0985,840,117.97,9.49,3,6075,4.486,-0.12,0.969,1.048,N
0.982,30.9505927,0.021282,0.07455,1.51,0.1719,428,7.91,15.57,3,4983,4.66,-0.44,0.651,0.715,N
0.984,78.7327023,0.025724,0.26668,7.76,0.419,761,79.13,44.4,1,6715,3.754,0.02,2.763,1.581,N
0,3.979867514,0.249402,0.06913,26.5,0.0501,1173,446.89,3.87,1,6032,4.485,-0.06,0.973,1.055,N
0.992,42.3375799,0.022832,0.17163,1.45,0.1997,311,2.21,25.3,1,4132,4.682,-0.2,0.581,0.593,N
1,23.3593589,0.027068,0.08975,2.98,0.1637,684,51.68,13.73,1,6244,4.46,-0.2,1.009,1.069,N
1,9.69310837,0.031409,2.74996,2.12,0.0754,609,32.4,23.9,1,4818,4.639,-0.68,0.618,0.607,N
0,24.2598301,0.289221,0.13419,25.42,0.1576,547,21.13,16.1,1,5485,4.574,-0.12,0.805,0.891,N
0,116.5214317,0.288236,0.10988,44.41,0.4817,457,10.33,42.9,1,6056,4.179,0,1.411,1.096,N
1,0.813166357,0.011791,2.57532,1.14,0.0165,1693,1945.44,4.482,1,5237,4.5,0.3,0.887,0.907,N
0.989,10.86062378,0.012793,7.17845,2.09,0.0988,1108,356.24,35.51,1,6455,4.125,-0.36,1.496,1.087,N
1,24.08632177,0.033194,5.03073,2.78,0.1478,500,14.78,53.6,1,4973,4.537,-0.08,0.768,0.741,N
0.999,1.834277283,0.015647,2.43783,1.64,0.029,1459,1068.36,7.57,1,5751,4.458,-0.02,0.958,0.962,N
0,17.40208965,0.243775,0.05164,16.37,0.1129,422,7.49,9.39,1,4098,4.662,0.08,0.615,0.634,N
1,37.9456138,0.029502,4.60464,2.79,0.2181,515,16.61,70.5,1,5861,4.546,-0.2,0.865,0.957,N
0,1.141877248,0.593216,0.45438,88.62,0.0212,2184,5358.79,3.1521,1,6158,4.152,-0.38,1.368,0.969,N
0,5.77675928,0.34292,0.01649,32.77,0.0575,954,195.79,3.08,1,5544,4.435,-0.4,0.875,0.761,N
1,24.1738244,0.020897,6.92559,2.21,0.1589,595,29.69,59.8,1,5468,4.427,0.14,0.968,0.913,N
1,5.186737262,0.028314,19.63952,2.4,0.0559,860,129.37,30.3,1,5230,4.594,0,0.777,0.873,N
1,1.151244686,0.400856,0.10592,40.32,0.0215,1756,2253.09,1.951,1,6086,4.511,-0.26,0.921,1.003,N
1,1.217000383,0.019082,4.67568,1.58,0.0201,1314,707.61,7.15,1,4859,4.545,-0.02,0.757,0.734,N
0.997,13.6823798,0.012774,0.8893,1.43,0.1156,802,97.74,20.65,1,6102,4.457,0,1.026,1.099,N
0.999,2.42088277,0.013564,0.89697,2.27,0.0355,1616,1615.12,6.53,2,5583,4.077,0.16,1.53,1.017,N
1,8.79618433,0.015488,2.01055,1.77,0.0872,938,183.26,20.18,1,6142,4.456,0.07,1.046,1.143,N
1,16.85592593,0.026549,12.46941,1.7,0.1082,408,6.52,57.21,1,3967,4.674,0.06,0.587,0.593,N
1,14.36270451,0.017363,1.20168,2.31,0.1239,918,167.88,23.58,1,6643,4.357,-0.1,1.216,1.235,N
0.999,69.8956789,0.025186,0.62928,3.04,0.32,442,8.99,54.6,1,5390,4.303,0.2,1.104,0.893,N
0.059,6.24667547,0.021978,0.00678,14.93,0.0709,1902,3095.83,2.41,2,4604,2.936,0.3,6.221,1.218,N
1,2.344512589,0.00784,1.6208,0.97,0.0345,1471,1106.25,7.78,1,5821,4.328,0.04,1.132,0.995,N
1,5.766165573,0.017485,0.91393,2.27,0.0629,1159,426.48,11.711,5,6038,4.284,-0.16,1.191,0.995,N
0.988,18.3027235,0.013531,0.09089,2.72,0.1343,902,156.71,11.72,2,5528,3.892,-0.3,1.839,0.962,N
0.999,2.888904439,0.020322,1.7966,1.68,0.0371,976,215.06,9.25,2,4895,4.589,0.16,0.759,0.817,N
1,17.14648756,0.02359,0.17837,3.64,0.1291,811,102.24,14.05,1,5559,4.127,0.14,1.412,0.974,N
0.199,16.09227518,0.013459,0.9088,0.98,0.1117,503,15.15,23.2,2,4657,4.641,0.02,0.67,0.748,N
0.997,38.103908,0.048466,0.25507,4.08,0.1989,456,10.22,27,1,5250,4.522,-0.36,0.771,0.721,N
0.944,62.7843981,0.016583,4.47136,2.28,0.3194,530,18.7,97.7,2,6053,4.279,0.06,1.26,1.098,N
0.97,91.500873,0.023662,7.28204,1.82,0.3648,310,2.18,147.71,1,5051,4.628,-0.24,0.706,0.786,N
0.985,44.2993483,0.026848,2.62575,2.68,0.2348,463,10.85,64.8,1,5316,4.459,0.16,0.915,0.878,N
0.999,3.13877646,0.012262,4.38191,0.97,0.037,1022,257.32,13.17,1,5242,4.556,-0.54,0.722,0.684,N
0.305,5.24242029,0.019344,0.02979,3.86,0.0552,1367,825,3.51,1,5383,3.824,-0.64,1.829,0.813,N
0.998,35.9682692,0.017647,1.72368,2.95,0.2269,674,48.68,49,2,5883,4.149,0.2,1.529,1.205,N
0.998,25.3690868,0.0109,0.34303,1.67,0.18,755,76.9,22.7,1,6126,4.224,0.14,1.406,1.212,N
0.999,6.89213244,0.008563,6.98346,1.35,0.0771,1177,454.45,25.98,1,6164,4.227,0.38,1.446,1.286,N
0.912,42.3006282,0.020615,4.07265,2.54,0.2415,558,22.94,72.8,1,5852,4.353,0.14,1.129,1.048,N
0,0.838597429,0.330932,0.20088,44.67,0.0188,2278,6353.25,1.955,1,6366,4.352,0.16,1.236,1.257,N
0.979,55.1866213,0.017841,0.59772,2.47,0.2919,568,24.56,45.83,3,6178,4.269,-0.04,1.267,1.085,N
0,1.728528176,0.014151,0.09372,5.07,0.0326,2720,12977.86,2.46,1,6153,3.597,-0.12,3.279,1.55,N
0.997,14.97436238,0.014655,8.90485,1.28,0.1102,631,37.53,47.26,1,5311,4.532,-0.18,0.8,0.796,N
1,3.97076603,0.018881,1.6408,1.6,0.0443,958,198.43,11.1,1,5178,4.521,-0.26,0.778,0.732,N
0.994,2.352273912,0.015785,3.92223,1.29,0.0325,1019,255.03,10.47,1,4816,4.608,0.24,0.748,0.836,N
0,22.0425953,0.209167,0.00009,28.78,0.1515,760,78.85,1.322,1,5974,4.216,-0.24,1.26,0.953,N
1,23.34036251,0.022658,22.15458,2.21,0.1467,601,30.94,86.1,1,5530,4.425,-0.34,0.892,0.773,N
1,37.8034121,0.033027,0.14917,2.95,0.214,460,10.57,22.4,1,5329,4.572,0.1,0.819,0.912,N
1,15.03366411,0.017431,3.81266,1.7,0.1182,669,47.32,35.71,1,5523,4.526,0.16,0.891,0.972,N
0.97,131.485184,0.022374,4.47933,3.03,0.501,400,6.08,160,1,5765,4.236,0,1.242,0.968,N
0.961,16.2908527,0.006003,4.29798,0.52,0.1178,622,35.48,39.21,1,5425,4.549,-0.22,0.797,0.822,N
0.99,106.247882,0.01889,0.19823,2.01,0.4301,377,4.75,49.1,1,5679,4.435,0,0.972,0.938,N
1,8.508333104,0.023076,1.86439,2.6,0.0806,909,161.66,19.251,1,5767,4.396,0,1.03,0.963,N
0.996,12.94123564,0.016629,1.15071,1.7,0.1082,795,94.29,21.678,1,6119,4.497,-0.26,0.938,1.01,N
0.997,5.349791,0.00997,0.08396,1.29,0.0635,1156,422.79,5.03,1,6074,4.368,0.3,1.183,1.197,N
0.99,147.281212,0.0198,2.28018,2.28,0.5348,353,3.69,137.8,1,5708,4.365,0,1.054,0.939,N
0.994,5.26211833,0.013665,0.49847,1.95,0.0585,1166,436.61,9,2,5587,4.188,0.14,1.309,0.963,N
0.998,12.1628195,0.02198,0.26763,3.14,0.1023,882,142.77,12.79,2,5587,4.188,0.14,1.309,0.963,N
0.995,23.5541012,0.009353,0.32025,2.33,0.2134,1381,859.63,21.1,1,9565,4.088,0.07,2.286,2.335,N
1,41.6977582,0.02375,2.25165,2.26,0.233,488,13.45,59.15,1,5730,4.545,-0.06,0.87,0.968,N
0.999,4.79029482,0.011014,1.47039,1.01,0.0546,938,183.02,12.13,1,5412,4.562,0.14,0.843,0.945,N
0.991,38.6715843,0.024605,0.58519,2.45,0.2079,502,15.03,35.9,1,5432,4.42,-0.16,0.913,0.801,N
1,8.32651854,0.016452,0.11889,1.8,0.0812,938,182.69,7.58,1,6057,4.45,-0.1,1,1.024,N
1,5.53533152,0.014566,2.23423,1.75,0.0601,1054,292.33,15.353,2,5588,4.331,0.14,1.1,0.946,N
0.983,16.7261969,0.01301,4.89667,1.56,0.1257,729,66.83,41.7,2,5588,4.331,0.14,1.1,0.946,N
1,21.58752788,0.016798,2.10549,2.18,0.1516,747,73.42,37.29,5,6038,4.284,-0.16,1.191,0.995,N
0.995,3.757294695,0.015786,22.78308,1.23,0.0435,877,139.89,25.7,1,4901,4.618,0.04,0.716,0.807,N
1,3.2828024,0.010816,0.80721,1.79,0.0436,1467,1093.39,7.719,5,5640,4.087,0.14,1.515,1.024,N
1,4.64495172,0.011202,0.92945,1.38,0.055,1209,504.23,10.2,1,6047,4.343,-0.08,1.129,1.021,N
0.9,16.6671415,0.012198,2.41652,0.7,0.1037,469,11.47,32.9,3,4729,4.726,-1.42,0.525,0.534,N
1,16.48686712,0.23474,1.25674,27.45,0.1337,760,78.99,26.2,1,6090,4.447,0.21,1.071,1.173,N
0.992,2.685054445,0.016076,6.02532,1.46,0.0346,1137,395.08,13.19,1,5266,4.484,-0.18,0.829,0.765,N
0.982,16.8600805,0.016086,0.35562,1.71,0.1246,765,80.9,17.48,1,6205,4.419,-0.58,0.973,0.906,N
1,1.54320541,0.008754,0.74646,1.23,0.0257,1827,2636.85,4.546,1,5866,4.2,-0.16,1.282,0.95,N
0.993,49.5004725,0.027578,2.26905,2.49,0.2441,402,6.2,66.49,3,4954,4.5,0.18,0.828,0.791,N
1,6.47539108,0.02122,2.0051,1.92,0.0629,793,93.41,16.44,3,4954,4.5,0.18,0.828,0.791,N
0.999,16.85825609,0.027757,5.22402,2.51,0.1191,576,26.05,42.8,3,4954,4.5,0.18,0.828,0.791,N
0,3.132604547,0.377855,0.12475,48.73,0.043,1444,1028.81,4.01,1,6248,4.328,-0.06,1.181,1.078,N
1,2.949029106,0.016815,3.12463,1.48,0.0369,1027,263.92,11.283,1,4983,4.512,0.06,0.807,0.771,N
1,37.8658964,0.018061,2.93888,2.01,0.2221,543,20.61,60.62,2,5757,4.431,0.14,1.017,1.016,N
1,8.30865307,0.026057,1.82711,2.42,0.0747,747,73.53,18.82,1,5022,4.485,0.18,0.849,0.804,N
1,11.93205399,0.01206,0.42807,1.83,0.1079,905,158.22,14.769,3,5711,4.221,0.48,1.391,1.173,N
1,7.54235832,0.0105,0.53277,1.59,0.0794,1054,292.19,11.7,3,5711,4.221,0.48,1.391,1.173,N
0.995,5.02818253,0.012294,0.87899,2.03,0.0579,1272,620,10.55,5,5640,4.087,0.14,1.515,1.024,N
1,1.897828815,0.010464,0.7822,1.73,0.0302,1761,2278.95,5.301,5,5640,4.087,0.14,1.515,1.024,N
0.995,10.62788695,0.016923,0.68449,1.87,0.0961,872,136.34,15.99,1,6082,4.445,-0.08,1.014,1.041,N
0.987,34.135676,0.023039,0.40162,13.98,0.2837,1526,1281.86,29.1,1,7818,3.365,0.07,5.555,2.607,N
1,1.104462494,0.019518,8.41524,1.6,0.0188,1397,898.79,8.156,1,5002,4.543,-0.18,0.753,0.723,N
1,4.89336495,0.010904,0.94248,1.6,0.0621,1374,842.45,10.61,2,6688,4.304,0.07,1.347,1.336,N
0.999,11.17392077,0.016441,2.73705,1.64,0.0981,796,94.84,26.239,1,5911,4.519,-0.1,0.914,1.006,N
0.995,31.0325991,0.02592,3.49293,2.64,0.1964,561,23.41,56.2,1,5841,4.52,0.07,0.931,1.047,N
0,0.512407185,0.016697,3.5035,1.03,0.0104,1255,583.45,3.65,1,3862,4.69,0.08,0.563,0.566,N
1,4.150297119,0.032359,0.87263,3.03,0.0486,981,218.44,9.26,1,5290,4.519,0.14,0.858,0.887,N
1,5.89661966,0.01076,1.63771,1.28,0.0614,1000,237.1,14.439,2,5392,4.314,0.18,1.087,0.888,N
1,33.4178173,0.038586,0.34276,3.13,0.1899,448,9.56,27.2,1,5136,4.607,-0.12,0.744,0.827,N
0.999,2.053341891,0.009704,0.03726,1.44,0.0324,1737,2154.14,2.03,1,6084,4.204,-0.06,1.358,1.076,N
0.992,56.7769831,0.029059,0.62867,3.21,0.3002,491,13.74,47.5,2,6063,4.476,0.07,1.012,1.117,N
1,18.78429232,0.030522,2.62181,2.14,0.1198,433,8.3,36.6,2,4243,4.637,0.02,0.641,0.651,N
